"""call_number""","""unit_id""","""incident_number""","""call_type""","""call_date""","""watch_date""","""received_dttm""","""entry_dttm""","""dispatch_dttm""","""response_dttm""","""on_scene_dttm""","""transport_dttm""","""hospital_dttm""","""call_final_disposition""","""available_dttm""","""address""","""city""","""zipcode_of_incident""","""battalion""","""station_area""","""box""","""original_priority""","""priority""","""final_priority""","""als_unit""","""call_type_group""","""number_of_alarms""","""unit_type""","""unit_sequence_in_call_dispatch""","""fire_prevention_district""","""supervisor_district""","""neighborhoods_analysis_boundaries""","""rowid""","""case_location""","""data_as_of""","""data_loaded_at""",""":@computed_region_ajp5_b2md""" 
"""063280293""","""M39""","""06092656""","""Medical Incident""","""2006-11-24T00:00:00.000""","""2006-11-24T00:00:00.000""","""2006-11-24T20:24:56.000""","""2006-11-24T20:27:31.000""","""2006-11-24T20:28:03.000""","""2006-11-24T20:28:45.000""","""2006-11-24T20:33:37.000""","""2006-11-24T20:44:02.000""",,"""Code 2 Transport""","""2006-11-24T21:15:29.000""","""22ND ST/HOFFMAN AVE""","""SF""","""94114""","""B06""","""24""","""5373""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""2""","""6""","""8""","""Noe Valley""","""063280293-M39""","""POINT (-122.44093 37.7541)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""22"""
"""063230018""","""E03""","""06091087""","""Traffic Collision""","""2006-11-19T00:00:00.000""","""2006-11-18T00:00:00.000""","""2006-11-19T00:58:13.000""","""2006-11-19T00:58:31.000""","""2006-11-19T00:58:45.000""","""2006-11-19T01:00:12.000""",,,,"""Other""","""2006-11-19T01:03:18.000""","""MCALLISTER ST/MARKET ST""","""SF""","""94102""","""B03""","""01""","""1454""","""2""","""2""","""2""","""true""",,"""1""","""ENGINE""","""2""","""3""","""6""","""Tenderloin""","""063230018-E03""","""POINT (-122.4117 37.781178)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""36"""
"""063250255""","""E17""","""06091807""","""Medical Incident""","""2006-11-21T00:00:00.000""","""2006-11-21T00:00:00.000""","""2006-11-21T16:04:45.000""","""2006-11-21T16:05:21.000""","""2006-11-21T16:05:47.000""","""2006-11-21T16:06:53.000""","""2006-11-21T16:08:13.000""",,,"""Other""","""2006-11-21T16:20:02.000""","""WALLACE AVE/INGALLS ST""","""SF""","""94124""","""B10""","""17""","""6651""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""10""","""10""","""Bayview Hunters Point""","""063250255-E17""","""POINT (-122.38737 37.725353)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""1"""
"""063250020""","""87""","""06091645""","""Medical Incident""","""2006-11-21T00:00:00.000""","""2006-11-20T00:00:00.000""","""2006-11-21T02:11:24.000""","""2006-11-21T02:13:36.000""","""2006-11-21T02:13:54.000""","""2006-11-21T02:14:22.000""","""2006-11-21T02:16:08.000""",,,"""No Merit""","""2006-11-21T02:19:44.000""","""16TH ST/MISSION ST""","""SF""","""94103""","""B02""","""07""","""5236""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""1""","""2""","""9""","""Mission""","""063250020-87""","""POINT (-122.41967 37.765053)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""20"""
"""063190083""","""E35""","""06090020""","""Medical Incident""","""2006-11-15T00:00:00.000""","""2006-11-15T00:00:00.000""","""2006-11-15T08:53:14.000""","""2006-11-15T08:54:27.000""","""2006-11-15T08:55:06.000""",,,,,"""Other""","""2006-11-15T08:56:45.000""","""MERCHANT ST/KEARNY ST""","""SF""","""94108""","""B01""","""13""","""1245""","""3""","""3""","""3""","""false""",,"""1""","""ENGINE""","""4""","""1""","""3""","""Chinatown""","""063190083-E35""","""POINT (-122.40488 37.79486)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""6"""
"""063220021""","""85""","""06090780""","""Medical Incident""","""2006-11-18T00:00:00.000""","""2006-11-17T00:00:00.000""","""2006-11-18T01:17:51.000""","""2006-11-18T01:20:15.000""","""2006-11-18T01:20:35.000""","""2006-11-18T01:20:52.000""","""2006-11-18T01:26:55.000""","""2006-11-18T01:40:05.000""","""2006-11-18T01:45:18.000""","""Code 2 Transport""","""2006-11-18T02:11:52.000""","""POLK ST/BROADWAY""","""SF""","""94109""","""B04""","""41""","""3152""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""2""","""4""","""3""","""Russian Hill""","""063220021-85""","""POINT (-122.42177 37.795944)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""32"""
"""063260021""","""E36""","""06091928""","""Medical Incident""","""2006-11-22T00:00:00.000""","""2006-11-21T00:00:00.000""","""2006-11-22T03:26:28.000""","""2006-11-22T03:28:15.000""","""2006-11-22T03:28:36.000""","""2006-11-22T03:30:45.000""","""2006-11-22T03:32:37.000""",,,"""Other""","""2006-11-22T03:33:22.000""","""CHASE CT/COLUSA PL""","""SF""","""94103""","""B02""","""36""","""5116""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""2""","""2""","""6""","""Mission""","""063260021-E36""","""POINT (-122.41961 37.773064)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""20"""
"""063280112""","""E01""","""06092520""","""Medical Incident""","""2006-11-24T00:00:00.000""","""2006-11-24T00:00:00.000""","""2006-11-24T10:45:48.000""","""2006-11-24T10:45:48.000""","""2006-11-24T10:45:48.000""",,"""2006-11-24T10:56:24.000""",,,"""Other""","""2006-11-24T11:00:31.000""","""04TH ST/CLEMENTINA ST""","""SF""","""94103""","""B03""","""01""","""2214""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""3""","""3""","""6""","""South of Market""","""063280112-E01""","""POINT (-122.401695 37.78245)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""34"""
"""063140012""","""E40""","""06088557""","""Medical Incident""","""2006-11-10T00:00:00.000""","""2006-11-09T00:00:00.000""","""2006-11-10T00:44:15.000""","""2006-11-10T00:47:34.000""","""2006-11-10T00:48:10.000""","""2006-11-10T00:49:43.000""","""2006-11-10T00:52:21.000""",,,"""Other""","""2006-11-10T01:04:08.000""","""TARAVAL ST/28TH AVE""","""SF""","""94116""","""B08""","""40""","""7471""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""8""","""4""","""Sunset/Parkside""","""063140012-E40""","""POINT (-122.48534 37.742626)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""35"""
"""063140044""","""B01""","""06088582""","""Alarms""","""2006-11-10T00:00:00.000""","""2006-11-09T00:00:00.000""","""2006-11-10T03:53:13.000""","""2006-11-10T03:54:19.000""","""2006-11-10T03:54:27.000""","""2006-11-10T03:56:26.000""","""2006-11-10T03:58:47.000""",,,"""Other""","""2006-11-10T04:08:41.000""","""FRONT ST/CALIFORNIA ST""","""SF""","""94111""","""B01""","""13""","""1162""","""3""","""3""","""3""","""false""",,"""1""","""CHIEF""","""3""","""1""","""3""","""Financial District/South Beach""","""063140044-B01""","""POINT (-122.39878 37.793358)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""8"""
"""063220167""","""E51""","""06090881""","""Medical Incident""","""2006-11-18T00:00:00.000""","""2006-11-18T00:00:00.000""","""2006-11-18T10:56:46.000""","""2006-11-18T10:56:46.000""","""2006-11-18T10:56:46.000""",,"""2006-11-18T10:56:46.000""",,,"""Other""","""2006-11-18T11:01:45.000""","""UNNAMED 077/TOLL PLAZA TUNNEL""","""SF""","""94129""","""B99""","""51""","""4616""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""7""","""2""","""Presidio""","""063220167-E51""","""POINT (-122.47513 37.807407)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""27"""
"""063230181""","""T07""","""06091213""","""Alarms""","""2006-11-19T00:00:00.000""","""2006-11-19T00:00:00.000""","""2006-11-19T13:36:01.000""","""2006-11-19T13:37:23.000""","""2006-11-19T13:37:37.000""","""2006-11-19T13:39:12.000""",,,,"""Other""",,"""WINSTON DR/BUCKINGHAM WAY""","""SF""","""94132""","""B06""","""19""","""8861""","""3""","""3""","""3""","""false""",,"""1""","""TRUCK""","""4""","""8""","""7""","""Lakeshore""","""063230181-T07""","""POINT (-122.4787 37.72821)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""16"""
"""063170273""","""M14""","""06089572""","""Medical Incident""","""2006-11-13T00:00:00.000""","""2006-11-13T00:00:00.000""","""2006-11-13T16:48:13.000""","""2006-11-13T16:49:17.000""","""2006-11-13T16:50:23.000""","""2006-11-13T16:53:26.000""","""2006-11-13T17:00:48.000""","""2006-11-13T17:27:56.000""","""2006-11-13T17:52:28.000""","""Code 2 Transport""","""2006-11-13T18:29:30.000""","""39TH AVE/ANZA ST""","""SF""","""94121""","""B07""","""34""","""7257""","""1""","""1""","""2""","""true""",,"""1""","""MEDIC""","""1""","""7""","""1""","""Outer Richmond""","""063170273-M14""","""POINT (-122.49959 37.77748)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""29"""
"""063170387""","""T03""","""06089670""","""Alarms""","""2006-11-13T00:00:00.000""","""2006-11-13T00:00:00.000""","""2006-11-13T23:04:42.000""","""2006-11-13T23:06:58.000""","""2006-11-13T23:07:30.000""","""2006-11-13T23:10:11.000""",,,,"""Other""","""2006-11-13T23:10:49.000""","""JONES ST/POST ST""","""SF""","""94109""","""B04""","""03""","""1543""","""3""","""3""","""3""","""false""",,"""1""","""TRUCK""","""3""","""1""","""3""","""Tenderloin""","""063170387-T03""","""POINT (-122.41335 37.787663)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""36"""
"""063190207""","""94""","""06090097""","""Medical Incident""","""2006-11-15T00:00:00.000""","""2006-11-15T00:00:00.000""","""2006-11-15T13:19:46.000""","""2006-11-15T13:22:12.000""","""2006-11-15T13:22:47.000""","""2006-11-15T13:22:59.000""",,"""2006-11-15T13:43:59.000""","""2006-11-15T13:56:18.000""","""Code 2 Transport""","""2006-11-15T14:17:57.000""","""NATOMA ST/06TH ST""","""SF""","""94103""","""B03""","""01""","""2252""","""2""","""2""","""2""","""true""",,"""1""","""MEDIC""","""1""","""3""","""6""","""South of Market""","""063190207-94""","""POINT (-122.40769 37.780163)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""34"""
"""063200153""","""EMS6""","""06090331""","""Medical Incident""","""2006-11-16T00:00:00.000""","""2006-11-16T00:00:00.000""","""2006-11-16T11:29:23.000""","""2006-11-16T11:29:23.000""","""2006-11-16T11:29:23.000""",,"""2006-11-16T11:29:23.000""",,,"""Other""","""2006-11-16T12:40:23.000""","""22ND ST/POTRERO AVE""","""SF""","""94110""","""B04""","""03""","""1561""","""2""","""2""","""2""","""true""",,"""1""","""CHIEF""","""1""","""10""","""10""","""Mission""","""063200153-EMS6""","""POINT (-122.40664 37.75617)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""20"""
"""063260115""","""M43""","""06091987""","""Medical Incident""","""2006-11-22T00:00:00.000""","""2006-11-22T00:00:00.000""","""2006-11-22T10:36:48.000""","""2006-11-22T10:37:43.000""","""2006-11-22T10:38:08.000""","""2006-11-22T10:39:46.000""","""2006-11-22T10:46:43.000""",,,"""No Merit""","""2006-11-22T11:05:25.000""","""GENEVA AVE/SAN JOSE AVE""","""SF""","""94112""","""B09""","""15""","""8319""","""2""","""2""","""2""","""true""",,"""1""","""MEDIC""","""1""","""9""","""11""","""Outer Mission""","""063260115-M43""","""POINT (-122.44661 37.720726)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""28"""
"""063250331""","""M43""","""06091867""","""Medical Incident""","""2006-11-21T00:00:00.000""","""2006-11-21T00:00:00.000""","""2006-11-21T20:04:23.000""","""2006-11-21T20:05:46.000""","""2006-11-21T20:05:52.000""","""2006-11-21T20:07:27.000""","""2006-11-21T20:09:50.000""","""2006-11-21T20:24:13.000""","""2006-11-21T20:37:36.000""","""Code 2 Transport""","""2006-11-21T21:12:42.000""","""LAPHAM WAY/ROBINSON DR""","""SF""","""94112""","""B09""","""43""","""6236""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""1""","""9""","""11""","""Excelsior""","""063250331-M43""","""POINT (-122.42927 37.709614)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""7"""
"""063140130""","""E37""","""06088637""","""Structure Fire / Smoke in Building""","""2006-11-10T00:00:00.000""","""2006-11-10T00:00:00.000""","""2006-11-10T10:39:40.000""","""2006-11-10T10:40:04.000""","""2006-11-10T10:40:16.000""","""2006-11-10T10:41:33.000""","""2006-11-10T10:44:36.000""",,,"""Other""","""2006-11-10T11:36:08.000""","""KING ST/BERRY ST""","""SF""","""94107""","""B03""","""08""","""2264""","""3""","""3""","""3""","""false""",,"""1""","""ENGINE""","""4""","""3""","""6""","""Mission Bay""","""063140130-E37""","""POINT (-122.398506 37.771717)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""4"""
"""063150183""","""E05""","""06088977""","""Structure Fire / Smoke in Building""","""2006-11-11T00:00:00.000""","""2006-11-11T00:00:00.000""","""2006-11-11T13:15:13.000""","""2006-11-11T13:15:13.000""","""2006-11-11T13:15:22.000""","""2006-11-11T13:15:35.000""","""2006-11-11T13:16:53.000""",,,"""No Merit""","""2006-11-11T13:17:45.000""","""EDDY ST/LAGUNA ST""","""SF""","""94115""","""B02""","""05""","""3366""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""2""","""5""","""Western Addition""","""063150183-E05""","""POINT (-122.4274 37.78206)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""39"""
"""063250216""","""RC4""","""06091784""","""Medical Incident""","""2006-11-21T00:00:00.000""","""2006-11-21T00:00:00.000""","""2006-11-21T14:05:08.000""","""2006-11-21T14:06:15.000""","""2006-11-21T14:06:26.000""","""2006-11-21T14:09:57.000""",,,,"""Other""","""2006-11-21T14:33:13.000""","""SAN MARCOS AVE/CASTENADA AVE/LOPEZ AVE""","""SF""","""94116""","""B08""","""39""","""8623""","""E""","""E""","""3""","""true""",,"""1""","""RESCUE CAPTAIN""","""3""","""8""","""7""","""West of Twin Peaks""","""063250216-RC4""","""POINT (-122.4636 37.746677)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""41"""
"""063200205""","""E32""","""06090365""","""Medical Incident""","""2006-11-16T00:00:00.000""","""2006-11-16T00:00:00.000""","""2006-11-16T13:49:36.000""","""2006-11-16T13:50:56.000""","""2006-11-16T13:51:09.000""","""2006-11-16T13:52:12.000""","""2006-11-16T13:53:18.000""",,,"""Other""","""2006-11-16T14:04:16.000""","""CORTLAND AVE/MISSION ST""","""SF""","""94110""","""B06""","""32""","""5626""","""3""","""3""","""3""","""false""",,"""1""","""ENGINE""","""1""","""6""","""9""","""Bernal Heights""","""063200205-E32""","""POINT (-122.422844 37.741028)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""2"""
"""063270204""","""T02""","""06092310""","""Structure Fire / Smoke in Building""","""2006-11-23T00:00:00.000""","""2006-11-23T00:00:00.000""","""2006-11-23T14:13:36.000""","""2006-11-23T14:13:37.000""","""2006-11-23T14:13:46.000""","""2006-11-23T14:15:11.000""",,,,"""Other""","""2006-11-23T14:15:42.000""","""VIA BUFANO/COLUMBUS AVE/FILBERT ST""","""SF""","""94133""","""B01""","""28""","""1351""","""3""","""3""","""3""","""false""",,"""1""","""TRUCK""","""2""","""1""","""3""","""Chinatown""","""063270204-T02""","""POINT (-122.41138 37.801125)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""6"""
"""063280204""","""B01""","""06092594""","""Alarms""","""2006-11-24T00:00:00.000""","""2006-11-24T00:00:00.000""","""2006-11-24T15:50:42.000""","""2006-11-24T15:51:11.000""","""2006-11-24T15:51:31.000""","""2006-11-24T15:52:06.000""","""2006-11-24T15:55:30.000""",,,"""Fire""","""2006-11-24T15:57:13.000""","""POWELL ST/OFARRELL ST""","""SF""","""94102""","""B01""","""01""","""1363""","""3""","""3""","""3""","""false""",,"""1""","""CHIEF""","""1""","""1""","""3""","""Tenderloin""","""063280204-B01""","""POINT (-122.408035 37.78641)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""8"""
"""063240383""","""E40""","""06091623""","""Electrical Hazard""","""2006-11-20T00:00:00.000""","""2006-11-20T00:00:00.000""","""2006-11-20T22:26:40.000""","""2006-11-20T22:28:16.000""","""2006-11-20T22:29:24.000""","""2006-11-20T22:32:41.000""","""2006-11-20T22:36:20.000""",,,"""Fire""","""2006-11-20T22:51:32.000""","""ROCKRIDGE DR/12TH AVE/CRAGMONT AVE""","""SF""","""94116""","""B08""","""40""","""7354""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""8""","""7""","""Inner Sunset""","""063240383-E40""","""POINT (-122.46867 37.75082)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""14"""
"""063140196""","""M13""","""06088672""","""Medical Incident""","""2006-11-10T00:00:00.000""","""2006-11-10T00:00:00.000""","""2006-11-10T13:02:43.000""","""2006-11-10T13:04:04.000""","""2006-11-10T13:04:11.000""","""2006-11-10T13:05:57.000""","""2006-11-10T13:07:04.000""","""2006-11-10T13:16:46.000""","""2006-11-10T13:22:58.000""","""Code 2 Transport""","""2006-11-10T13:36:04.000""","""WENTWORTH PL/WASHINGTON ST""","""SF""","""94108""","""B01""","""13""","""1245""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""2""","""1""","""3""","""Chinatown""","""063140196-M13""","""POINT (-122.406044 37.795197)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""6"""
"""063220342""","""M32""","""06091025""","""Medical Incident""","""2006-11-18T00:00:00.000""","""2006-11-18T00:00:00.000""","""2006-11-18T19:56:19.000""","""2006-11-18T19:57:56.000""","""2006-11-18T19:58:13.000""","""2006-11-18T19:58:53.000""","""2006-11-18T20:06:51.000""","""2006-11-18T20:11:43.000""","""2006-11-18T20:28:57.000""","""Code 3 Transport""","""2006-11-18T20:46:00.000""","""PERALTA AVE/POWHATTAN AVE""","""SF""","""94110""","""B10""","""32""","""5722""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""2""","""10""","""9""","""Bernal Heights""","""063220342-M32""","""POINT (-122.40875 37.741276)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""2"""
"""063190330""","""T14""","""06090194""","""Other""","""2006-11-15T00:00:00.000""","""2006-11-15T00:00:00.000""","""2006-11-15T19:33:51.000""","""2006-11-15T19:34:23.000""","""2006-11-15T19:35:57.000""","""2006-11-15T19:39:30.000""","""2006-11-15T19:39:49.000""",,,"""Other""","""2006-11-15T20:35:57.000""","""CALIFORNIA ST/24TH AVE""","""SF""","""94121""","""B07""","""14""","""7214""","""3""","""3""","""3""","""false""",,"""1""","""TRUCK""","""2""","""7""","""1""","""Outer Richmond""","""063190330-T14""","""POINT (-122.48393 37.78393)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""29"""
"""063280162""","""M07""","""06092558""","""Medical Incident""","""2006-11-24T00:00:00.000""","""2006-11-24T00:00:00.000""","""2006-11-24T13:25:39.000""","""2006-11-24T13:27:05.000""","""2006-11-24T13:27:24.000""","""2006-11-24T13:28:09.000""","""2006-11-24T13:30:28.000""",,,"""Patient Declined Transport""","""2006-11-24T13:43:29.000""","""24TH ST/OSAGE ALY""","""SF""","""94110""","""B06""","""11""","""5525""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""2""","""6""","""9""","""Mission""","""063280162-M07""","""POINT (-122.419014 37.752205)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""20"""
"""063270360""","""B07""","""06092416""","""Structure Fire / Smoke in Building""","""2006-11-23T00:00:00.000""","""2006-11-23T00:00:00.000""","""2006-11-23T21:43:43.000""","""2006-11-23T21:44:08.000""","""2006-11-23T21:44:16.000""","""2006-11-23T21:46:06.000""",,,,"""Other""","""2006-11-23T21:49:49.000""","""39TH AVE/MORAGA ST""","""SF""","""94122""","""B08""","""18""","""7624""","""3""","""3""","""3""","""false""",,"""1""","""CHIEF""","""4""","""8""","""4""","""Sunset/Parkside""","""063270360-B07""","""POINT (-122.49803 37.755154)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""35"""
"""063230174""","""E07""","""06091208""","""Medical Incident""","""2006-11-19T00:00:00.000""","""2006-11-19T00:00:00.000""","""2006-11-19T12:49:42.000""","""2006-11-19T12:50:41.000""","""2006-11-19T12:50:53.000""","""2006-11-19T12:51:40.000""","""2006-11-19T12:53:30.000""",,,"""Other""","""2006-11-19T13:09:06.000""","""SOUTH VAN NESS AVE/22ND ST""","""SF""","""94110""","""B06""","""07""","""5511""","""3""","""3""","""3""","""false""",,"""1""","""ENGINE""","""1""","""6""","""9""","""Mission""","""063230174-E07""","""POINT (-122.416565 37.75557)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""20"""
"""063170149""","""T18""","""06089478""","""Alarms""","""2006-11-13T00:00:00.000""","""2006-11-13T00:00:00.000""","""2006-11-13T10:54:06.000""","""2006-11-13T10:55:19.000""","""2006-11-13T10:56:12.000""","""2006-11-13T10:57:00.000""",,,,"""Other""","""2006-11-13T11:02:42.000""","""30TH AVE/JUDAH ST""","""SF""","""94122""","""B08""","""18""","""7513""","""3""","""3""","""3""","""false""",,"""1""","""TRUCK""","""3""","""8""","""4""","""Sunset/Parkside""","""063170149-T18""","""POINT (-122.48878 37.76118)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""35"""
